instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_group
1755,2011-03-18,Spring,2011,Mar,19,No,Fri,Yes,Clear,0.66,0.6212,0.44,0.1343,58,132,190,Evening Peak
1756,2011-03-18,Spring,2011,Mar,20,No,Fri,Yes,Clear,0.62,0.6212,0.46,0.1343,46,103,149,Off Hours
1757,2011-03-18,Spring,2011,Mar,21,No,Fri,Yes,Clear,0.62,0.6212,0.46,0.1045,22,91,113,Off Hours
1758,2011-03-18,Spring,2011,Mar,22,No,Fri,Yes,Clear,0.62,0.6212,0.5,0.1642,55,63,118,Off Hours
1759,2011-03-18,Spring,2011,Mar,23,No,Fri,Yes,Mist/Cloudy,0.6,0.6212,0.53,0.2239,26,60,86,Off Hours
1760,2011-03-19,Spring,2011,Mar,0,No,Sat,No,Mist/Cloudy,0.6,0.6212,0.53,0.2537,26,50,76,Off Hours
1761,2011-03-19,Spring,2011,Mar,1,No,Sat,No,Mist/Cloudy,0.58,0.5455,0.46,0.3582,16,35,51,Off Hours
1762,2011-03-19,Spring,2011,Mar,2,No,Sat,No,Mist/Cloudy,0.56,0.5303,0.43,0.2239,5,20,25,Off Hours
1763,2011-03-19,Spring,2011,Mar,3,No,Sat,No,Mist/Cloudy,0.54,0.5152,0.39,0.3284,1,7,8,Off Hours
1764,2011-03-19,Spring,2011,Mar,4,No,Sat,No,Clear,0.52,0.5,0.34,0.4179,1,2,3,Off Hours
1765,2011-03-19,Spring,2011,Mar,5,No,Sat,No,Clear,0.52,0.5,0.34,0.4179,0,2,2,Off Hours
1766,2011-03-19,Spring,2011,Mar,6,No,Sat,No,Clear,0.44,0.4394,0.44,0.4179,0,10,10,Morning Peak
1767,2011-03-19,Spring,2011,Mar,7,No,Sat,No,Clear,0.4,0.4091,0.5,0.3284,4,9,13,Morning Peak
1768,2011-03-19,Spring,2011,Mar,8,No,Sat,No,Clear,0.42,0.4242,0.47,0.4925,11,37,48,Morning Peak
1769,2011-03-19,Spring,2011,Mar,9,No,Sat,No,Clear,0.42,0.4242,0.44,0.4627,35,41,76,Morning Peak
1770,2011-03-19,Spring,2011,Mar,10,No,Sat,No,Clear,0.44,0.4394,0.38,0.4179,55,85,140,Afternoon
1771,2011-03-19,Spring,2011,Mar,11,No,Sat,No,Clear,0.46,0.4545,0.36,0.4478,90,106,196,Afternoon
1772,2011-03-19,Spring,2011,Mar,12,No,Sat,No,Clear,0.46,0.4545,0.33,0.4179,126,141,267,Afternoon
1773,2011-03-19,Spring,2011,Mar,13,No,Sat,No,Clear,0.5,0.4848,0.34,0.4627,174,127,301,Afternoon
1774,2011-03-19,Spring,2011,Mar,14,No,Sat,No,Clear,0.5,0.4848,0.31,0.4925,168,144,312,Afternoon
1775,2011-03-19,Spring,2011,Mar,15,No,Sat,No,Clear,0.5,0.4848,0.29,0.4179,170,143,313,Afternoon
1776,2011-03-19,Spring,2011,Mar,16,No,Sat,No,Clear,0.5,0.4848,0.31,0.3881,175,129,304,Evening Peak
1777,2011-03-19,Spring,2011,Mar,17,No,Sat,No,Clear,0.48,0.4697,0.31,0.3284,138,140,278,Evening Peak
1778,2011-03-19,Spring,2011,Mar,18,No,Sat,No,Clear,0.46,0.4545,0.31,0.3284,92,125,217,Evening Peak
1779,2011-03-19,Spring,2011,Mar,19,No,Sat,No,Clear,0.44,0.4394,0.33,0.2836,38,116,154,Evening Peak
1780,2011-03-19,Spring,2011,Mar,20,No,Sat,No,Clear,0.42,0.4242,0.35,0.2239,39,69,108,Off Hours
1781,2011-03-19,Spring,2011,Mar,21,No,Sat,No,Clear,0.4,0.4091,0.37,0.2985,20,73,93,Off Hours
1782,2011-03-19,Spring,2011,Mar,22,No,Sat,No,Clear,0.4,0.4091,0.37,0.3284,27,45,72,Off Hours
1783,2011-03-19,Spring,2011,Mar,23,No,Sat,No,Clear,0.38,0.3939,0.4,0.2985,13,37,50,Off Hours
1784,2011-03-20,Spring,2011,Mar,0,No,Sun,No,Clear,0.34,0.303,0.49,0.4179,7,33,40,Off Hours
1785,2011-03-20,Spring,2011,Mar,1,No,Sun,No,Clear,0.32,0.2879,0.53,0.3582,2,22,24,Off Hours
1786,2011-03-20,Spring,2011,Mar,2,No,Sun,No,Clear,0.3,0.2879,0.52,0.2836,6,24,30,Off Hours
1787,2011-03-20,Spring,2011,Mar,3,No,Sun,No,Clear,0.28,0.2727,0.56,0.2537,1,11,12,Off Hours
1788,2011-03-20,Spring,2011,Mar,4,No,Sun,No,Clear,0.26,0.2576,0.56,0.2239,2,1,3,Off Hours
1789,2011-03-20,Spring,2011,Mar,5,No,Sun,No,Clear,0.26,0.2576,0.6,0.194,3,6,9,Off Hours
1790,2011-03-20,Spring,2011,Mar,6,No,Sun,No,Clear,0.26,0.2576,0.6,0.2239,1,3,4,Morning Peak
1791,2011-03-20,Spring,2011,Mar,7,No,Sun,No,Clear,0.24,0.2273,0.6,0.2239,5,9,14,Morning Peak
1792,2011-03-20,Spring,2011,Mar,8,No,Sun,No,Clear,0.28,0.2727,0.56,0.1642,7,30,37,Morning Peak
1793,2011-03-20,Spring,2011,Mar,9,No,Sun,No,Clear,0.3,0.303,0.52,0.1343,35,43,78,Morning Peak
1794,2011-03-20,Spring,2011,Mar,10,No,Sun,No,Mist/Cloudy,0.32,0.3485,0.45,0.0,55,81,136,Afternoon
1795,2011-03-20,Spring,2011,Mar,11,No,Sun,No,Clear,0.34,0.3485,0.39,0.1045,92,111,203,Afternoon
1796,2011-03-20,Spring,2011,Mar,12,No,Sun,No,Clear,0.36,0.3636,0.4,0.1045,120,108,228,Afternoon
1797,2011-03-20,Spring,2011,Mar,13,No,Sun,No,Clear,0.38,0.3939,0.34,0.0,88,115,203,Afternoon
1798,2011-03-20,Spring,2011,Mar,14,No,Sun,No,Clear,0.4,0.4091,0.3,0.0,145,134,279,Afternoon
1799,2011-03-20,Spring,2011,Mar,15,No,Sun,No,Clear,0.4,0.4091,0.32,0.0896,172,136,308,Afternoon
1800,2011-03-20,Spring,2011,Mar,16,No,Sun,No,Clear,0.42,0.4242,0.32,0.0,92,132,224,Evening Peak
1801,2011-03-20,Spring,2011,Mar,17,No,Sun,No,Clear,0.4,0.4091,0.35,0.2836,83,143,226,Evening Peak
1802,2011-03-20,Spring,2011,Mar,18,No,Sun,No,Clear,0.38,0.3939,0.4,0.3582,58,98,156,Evening Peak
1803,2011-03-20,Spring,2011,Mar,19,No,Sun,No,Clear,0.36,0.3333,0.43,0.2836,21,58,79,Evening Peak
1804,2011-03-20,Spring,2011,Mar,20,No,Sun,No,Clear,0.36,0.3333,0.46,0.2836,21,46,67,Off Hours
1805,2011-03-20,Spring,2011,Mar,21,No,Sun,No,Mist/Cloudy,0.34,0.3182,0.53,0.2836,10,39,49,Off Hours
1806,2011-03-20,Spring,2011,Mar,22,No,Sun,No,Mist/Cloudy,0.34,0.303,0.53,0.3284,8,30,38,Off Hours
1807,2011-03-20,Spring,2011,Mar,23,No,Sun,No,Light Rain/Snow,0.34,0.303,0.61,0.3881,13,11,24,Off Hours
1808,2011-03-21,Summer,2011,Mar,0,No,Mon,Yes,Light Rain/Snow,0.34,0.303,0.66,0.3881,2,11,13,Off Hours
1809,2011-03-21,Summer,2011,Mar,1,No,Mon,Yes,Mist/Cloudy,0.34,0.303,0.71,0.3881,1,6,7,Off Hours
1810,2011-03-21,Summer,2011,Mar,2,No,Mon,Yes,Mist/Cloudy,0.34,0.303,0.71,0.3284,1,5,6,Off Hours
1811,2011-03-21,Summer,2011,Mar,3,No,Mon,Yes,Mist/Cloudy,0.34,0.303,0.71,0.3284,0,1,1,Off Hours
1812,2011-03-21,Summer,2011,Mar,5,No,Mon,Yes,Clear,0.32,0.303,0.81,0.2985,1,1,2,Off Hours
1813,2011-03-21,Summer,2011,Mar,6,No,Mon,Yes,Light Rain/Snow,0.32,0.303,0.76,0.2537,2,30,32,Morning Peak
1814,2011-03-21,Summer,2011,Mar,7,No,Mon,Yes,Light Rain/Snow,0.3,0.2727,0.87,0.4179,3,15,18,Morning Peak
1815,2011-03-21,Summer,2011,Mar,8,No,Mon,Yes,Mist/Cloudy,0.3,0.2727,0.87,0.4179,3,95,98,Morning Peak
1816,2011-03-21,Summer,2011,Mar,9,No,Mon,Yes,Mist/Cloudy,0.34,0.303,0.81,0.3284,12,115,127,Morning Peak
1817,2011-03-21,Summer,2011,Mar,10,No,Mon,Yes,Mist/Cloudy,0.38,0.3939,0.76,0.3881,17,45,62,Afternoon
1818,2011-03-21,Summer,2011,Mar,11,No,Mon,Yes,Mist/Cloudy,0.42,0.4242,0.71,0.2985,32,47,79,Afternoon
1819,2011-03-21,Summer,2011,Mar,12,No,Mon,Yes,Mist/Cloudy,0.44,0.4394,0.77,0.2537,25,56,81,Afternoon
1820,2011-03-21,Summer,2011,Mar,13,No,Mon,Yes,Mist/Cloudy,0.5,0.4848,0.63,0.2239,35,77,112,Afternoon
1821,2011-03-21,Summer,2011,Mar,14,No,Mon,Yes,Mist/Cloudy,0.54,0.5152,0.64,0.2239,36,65,101,Afternoon
1822,2011-03-21,Summer,2011,Mar,15,No,Mon,Yes,Mist/Cloudy,0.56,0.5303,0.6,0.2239,41,66,107,Afternoon
1823,2011-03-21,Summer,2011,Mar,16,No,Mon,Yes,Mist/Cloudy,0.54,0.5152,0.64,0.2836,29,112,141,Evening Peak
1824,2011-03-21,Summer,2011,Mar,17,No,Mon,Yes,Mist/Cloudy,0.54,0.5152,0.64,0.2537,41,231,272,Evening Peak
1825,2011-03-21,Summer,2011,Mar,18,No,Mon,Yes,Mist/Cloudy,0.52,0.5,0.72,0.2239,44,232,276,Evening Peak
1826,2011-03-21,Summer,2011,Mar,19,No,Mon,Yes,Clear,0.58,0.5455,0.6,0.4179,22,199,221,Evening Peak
1827,2011-03-21,Summer,2011,Mar,20,No,Mon,Yes,Clear,0.56,0.5303,0.64,0.194,16,106,122,Off Hours
1828,2011-03-21,Summer,2011,Mar,21,No,Mon,Yes,Clear,0.46,0.4545,0.94,0.194,12,79,91,Off Hours
1829,2011-03-21,Summer,2011,Mar,22,No,Mon,Yes,Clear,0.46,0.4545,0.88,0.2239,18,60,78,Off Hours
1830,2011-03-21,Summer,2011,Mar,23,No,Mon,Yes,Clear,0.46,0.4545,0.88,0.0896,8,22,30,Off Hours
1831,2011-03-22,Summer,2011,Mar,0,No,Tue,Yes,Clear,0.46,0.4545,0.88,0.194,4,7,11,Off Hours
1832,2011-03-22,Summer,2011,Mar,1,No,Tue,Yes,Clear,0.42,0.4242,1.0,0.1343,6,13,19,Off Hours
1833,2011-03-22,Summer,2011,Mar,2,No,Tue,Yes,Clear,0.44,0.4394,0.94,0.0896,0,1,1,Off Hours
1834,2011-03-22,Summer,2011,Mar,3,No,Tue,Yes,Clear,0.44,0.4394,0.82,0.2239,3,2,5,Off Hours
1835,2011-03-22,Summer,2011,Mar,4,No,Tue,Yes,Mist/Cloudy,0.42,0.4242,0.82,0.1642,0,1,1,Off Hours
1836,2011-03-22,Summer,2011,Mar,5,No,Tue,Yes,Mist/Cloudy,0.4,0.4091,0.87,0.1343,1,11,12,Off Hours
1837,2011-03-22,Summer,2011,Mar,6,No,Tue,Yes,Clear,0.4,0.4091,0.87,0.2537,2,58,60,Morning Peak
1838,2011-03-22,Summer,2011,Mar,7,No,Tue,Yes,Mist/Cloudy,0.4,0.4091,0.76,0.1045,4,132,136,Morning Peak
1839,2011-03-22,Summer,2011,Mar,8,No,Tue,Yes,Mist/Cloudy,0.4,0.4091,0.58,0.2985,24,312,336,Morning Peak
1840,2011-03-22,Summer,2011,Mar,9,No,Tue,Yes,Mist/Cloudy,0.4,0.4091,0.58,0.4627,19,159,178,Morning Peak
1841,2011-03-22,Summer,2011,Mar,10,No,Tue,Yes,Mist/Cloudy,0.44,0.4394,0.54,0.2985,29,95,124,Afternoon
1842,2011-03-22,Summer,2011,Mar,11,No,Tue,Yes,Clear,0.44,0.4394,0.51,0.3284,22,64,86,Afternoon
1843,2011-03-22,Summer,2011,Mar,12,No,Tue,Yes,Clear,0.46,0.4545,0.47,0.2537,35,86,121,Afternoon
1844,2011-03-22,Summer,2011,Mar,13,No,Tue,Yes,Clear,0.5,0.4848,0.45,0.2239,21,85,106,Afternoon
1845,2011-03-22,Summer,2011,Mar,14,No,Tue,Yes,Clear,0.5,0.4848,0.42,0.3284,30,71,101,Afternoon
1846,2011-03-22,Summer,2011,Mar,15,No,Tue,Yes,Clear,0.5,0.4848,0.42,0.2239,55,79,134,Afternoon
1847,2011-03-22,Summer,2011,Mar,16,No,Tue,Yes,Clear,0.5,0.4848,0.42,0.1045,40,125,165,Evening Peak
1848,2011-03-22,Summer,2011,Mar,17,No,Tue,Yes,Clear,0.5,0.4848,0.42,0.1045,42,265,307,Evening Peak
1849,2011-03-22,Summer,2011,Mar,18,No,Tue,Yes,Clear,0.48,0.4697,0.44,0.0896,41,271,312,Evening Peak
1850,2011-03-22,Summer,2011,Mar,19,No,Tue,Yes,Mist/Cloudy,0.44,0.4394,0.54,0.2537,22,142,164,Evening Peak
1851,2011-03-22,Summer,2011,Mar,20,No,Tue,Yes,Mist/Cloudy,0.44,0.4394,0.54,0.3582,19,116,135,Off Hours
1852,2011-03-22,Summer,2011,Mar,21,No,Tue,Yes,Mist/Cloudy,0.42,0.4242,0.54,0.2836,24,63,87,Off Hours
1853,2011-03-22,Summer,2011,Mar,22,No,Tue,Yes,Mist/Cloudy,0.4,0.4091,0.58,0.2537,13,57,70,Off Hours
1854,2011-03-22,Summer,2011,Mar,23,No,Tue,Yes,Mist/Cloudy,0.4,0.4091,0.58,0.2537,4,28,32,Off Hours
1855,2011-03-23,Summer,2011,Mar,0,No,Wed,Yes,Light Rain/Snow,0.36,0.3485,0.71,0.2239,3,8,11,Off Hours
1856,2011-03-23,Summer,2011,Mar,1,No,Wed,Yes,Light Rain/Snow,0.34,0.3182,0.76,0.2239,0,7,7,Off Hours
1857,2011-03-23,Summer,2011,Mar,2,No,Wed,Yes,Light Rain/Snow,0.34,0.3182,0.76,0.2239,1,1,2,Off Hours
1858,2011-03-23,Summer,2011,Mar,3,No,Wed,Yes,Mist/Cloudy,0.34,0.3182,0.76,0.2537,0,3,3,Off Hours
1859,2011-03-23,Summer,2011,Mar,5,No,Wed,Yes,Light Rain/Snow,0.32,0.3182,0.87,0.194,0,10,10,Off Hours
1860,2011-03-23,Summer,2011,Mar,6,No,Wed,Yes,Mist/Cloudy,0.34,0.3182,0.87,0.2537,1,43,44,Morning Peak
1861,2011-03-23,Summer,2011,Mar,7,No,Wed,Yes,Mist/Cloudy,0.32,0.303,0.93,0.2239,7,111,118,Morning Peak
1862,2011-03-23,Summer,2011,Mar,8,No,Wed,Yes,Mist/Cloudy,0.32,0.3182,0.87,0.194,14,247,261,Morning Peak
1863,2011-03-23,Summer,2011,Mar,9,No,Wed,Yes,Mist/Cloudy,0.32,0.303,0.81,0.2537,8,174,182,Morning Peak
1864,2011-03-23,Summer,2011,Mar,10,No,Wed,Yes,Mist/Cloudy,0.34,0.3182,0.81,0.2836,15,60,75,Afternoon
1865,2011-03-23,Summer,2011,Mar,11,No,Wed,Yes,Mist/Cloudy,0.34,0.3333,0.87,0.194,18,53,71,Afternoon
1866,2011-03-23,Summer,2011,Mar,12,No,Wed,Yes,Mist/Cloudy,0.34,0.3182,0.87,0.2239,14,73,87,Afternoon
1867,2011-03-23,Summer,2011,Mar,13,No,Wed,Yes,Light Rain/Snow,0.34,0.3333,0.87,0.1343,14,94,108,Afternoon
1868,2011-03-23,Summer,2011,Mar,14,No,Wed,Yes,Mist/Cloudy,0.36,0.3636,0.87,0.1045,13,71,84,Afternoon
1869,2011-03-23,Summer,2011,Mar,15,No,Wed,Yes,Mist/Cloudy,0.38,0.3939,0.82,0.2239,11,74,85,Afternoon
1870,2011-03-23,Summer,2011,Mar,16,No,Wed,Yes,Mist/Cloudy,0.4,0.4091,0.76,0.2239,13,123,136,Evening Peak
1871,2011-03-23,Summer,2011,Mar,17,No,Wed,Yes,Mist/Cloudy,0.4,0.4091,0.76,0.2239,28,245,273,Evening Peak
1872,2011-03-23,Summer,2011,Mar,18,No,Wed,Yes,Light Rain/Snow,0.38,0.3939,0.82,0.2537,20,218,238,Evening Peak
1873,2011-03-23,Summer,2011,Mar,19,No,Wed,Yes,Light Rain/Snow,0.38,0.3939,0.82,0.2537,12,147,159,Evening Peak
1874,2011-03-23,Summer,2011,Mar,20,No,Wed,Yes,Light Rain/Snow,0.36,0.303,0.87,0.6418,3,72,75,Off Hours
1875,2011-03-23,Summer,2011,Mar,21,No,Wed,Yes,Light Rain/Snow,0.32,0.2879,1.0,0.4179,0,22,22,Off Hours
1876,2011-03-23,Summer,2011,Mar,22,No,Wed,Yes,Mist/Cloudy,0.32,0.3182,0.93,0.1642,6,38,44,Off Hours
1877,2011-03-23,Summer,2011,Mar,23,No,Wed,Yes,Light Rain/Snow,0.32,0.3333,0.9,0.0,2,24,26,Off Hours
1878,2011-03-24,Summer,2011,Mar,0,No,Thu,Yes,Mist/Cloudy,0.32,0.303,0.93,0.2239,0,11,11,Off Hours
1879,2011-03-24,Summer,2011,Mar,1,No,Thu,Yes,Mist/Cloudy,0.3,0.2879,1.0,0.2239,0,3,3,Off Hours
1880,2011-03-24,Summer,2011,Mar,2,No,Thu,Yes,Mist/Cloudy,0.3,0.2879,1.0,0.2537,0,6,6,Off Hours
1881,2011-03-24,Summer,2011,Mar,3,No,Thu,Yes,Mist/Cloudy,0.28,0.2727,1.0,0.194,1,0,1,Off Hours
1882,2011-03-24,Summer,2011,Mar,4,No,Thu,Yes,Mist/Cloudy,0.28,0.2727,1.0,0.194,0,1,1,Off Hours
1883,2011-03-24,Summer,2011,Mar,5,No,Thu,Yes,Mist/Cloudy,0.28,0.2727,0.93,0.2239,1,8,9,Off Hours
1884,2011-03-24,Summer,2011,Mar,6,No,Thu,Yes,Mist/Cloudy,0.28,0.2727,0.93,0.2239,0,41,41,Morning Peak
1885,2011-03-24,Summer,2011,Mar,7,No,Thu,Yes,Light Rain/Snow,0.26,0.2576,1.0,0.2239,2,106,108,Morning Peak
1886,2011-03-24,Summer,2011,Mar,8,No,Thu,Yes,Light Rain/Snow,0.26,0.2273,1.0,0.2985,4,120,124,Morning Peak
1887,2011-03-24,Summer,2011,Mar,9,No,Thu,Yes,Mist/Cloudy,0.26,0.2576,0.93,0.2239,3,94,97,Morning Peak
1888,2011-03-24,Summer,2011,Mar,10,No,Thu,Yes,Mist/Cloudy,0.26,0.2273,0.93,0.3284,10,55,65,Afternoon
1889,2011-03-24,Summer,2011,Mar,11,No,Thu,Yes,Mist/Cloudy,0.3,0.2727,0.81,0.2985,10,61,71,Afternoon
1890,2011-03-24,Summer,2011,Mar,12,No,Thu,Yes,Mist/Cloudy,0.3,0.2727,0.7,0.3284,12,82,94,Afternoon
1891,2011-03-24,Summer,2011,Mar,13,No,Thu,Yes,Mist/Cloudy,0.32,0.303,0.7,0.2239,11,90,101,Afternoon
1892,2011-03-24,Summer,2011,Mar,14,No,Thu,Yes,Mist/Cloudy,0.3,0.303,0.7,0.1343,17,66,83,Afternoon
1893,2011-03-24,Summer,2011,Mar,15,No,Thu,Yes,Mist/Cloudy,0.3,0.2879,0.7,0.2537,13,77,90,Afternoon
1894,2011-03-24,Summer,2011,Mar,16,No,Thu,Yes,Mist/Cloudy,0.3,0.2879,0.65,0.2239,6,78,84,Evening Peak
1895,2011-03-24,Summer,2011,Mar,17,No,Thu,Yes,Mist/Cloudy,0.3,0.2879,0.7,0.2239,12,221,233,Evening Peak
1896,2011-03-24,Summer,2011,Mar,18,No,Thu,Yes,Mist/Cloudy,0.3,0.2727,0.61,0.2985,17,197,214,Evening Peak
1897,2011-03-24,Summer,2011,Mar,19,No,Thu,Yes,Clear,0.3,0.2727,0.56,0.3881,16,122,138,Evening Peak
1898,2011-03-24,Summer,2011,Mar,20,No,Thu,Yes,Clear,0.28,0.2576,0.61,0.2836,8,110,118,Off Hours
1899,2011-03-24,Summer,2011,Mar,21,No,Thu,Yes,Clear,0.26,0.2576,0.65,0.2239,11,67,78,Off Hours
1900,2011-03-24,Summer,2011,Mar,22,No,Thu,Yes,Clear,0.26,0.2576,0.65,0.1642,3,59,62,Off Hours
1901,2011-03-24,Summer,2011,Mar,23,No,Thu,Yes,Clear,0.24,0.2273,0.65,0.194,9,24,33,Off Hours
1902,2011-03-25,Summer,2011,Mar,0,No,Fri,Yes,Clear,0.24,0.2273,0.6,0.194,1,17,18,Off Hours
1903,2011-03-25,Summer,2011,Mar,1,No,Fri,Yes,Clear,0.2,0.2121,0.69,0.1642,0,5,5,Off Hours
1904,2011-03-25,Summer,2011,Mar,2,No,Fri,Yes,Clear,0.2,0.197,0.69,0.2239,0,5,5,Off Hours
1905,2011-03-25,Summer,2011,Mar,3,No,Fri,Yes,Clear,0.2,0.2273,0.69,0.1045,0,2,2,Off Hours
1906,2011-03-25,Summer,2011,Mar,4,No,Fri,Yes,Clear,0.18,0.2121,0.74,0.1045,3,2,5,Off Hours
1907,2011-03-25,Summer,2011,Mar,5,No,Fri,Yes,Clear,0.18,0.197,0.74,0.1642,0,9,9,Off Hours
1908,2011-03-25,Summer,2011,Mar,6,No,Fri,Yes,Clear,0.18,0.1818,0.74,0.2239,0,32,32,Morning Peak
1909,2011-03-25,Summer,2011,Mar,7,No,Fri,Yes,Clear,0.2,0.1818,0.59,0.3582,4,100,104,Morning Peak
1910,2011-03-25,Summer,2011,Mar,8,No,Fri,Yes,Clear,0.22,0.2121,0.51,0.2836,9,228,237,Morning Peak
1911,2011-03-25,Summer,2011,Mar,9,No,Fri,Yes,Clear,0.24,0.2121,0.48,0.2985,16,150,166,Morning Peak
1912,2011-03-25,Summer,2011,Mar,10,No,Fri,Yes,Clear,0.26,0.2576,0.48,0.0,15,53,68,Afternoon
1913,2011-03-25,Summer,2011,Mar,11,No,Fri,Yes,Clear,0.3,0.2879,0.45,0.2836,17,58,75,Afternoon
1914,2011-03-25,Summer,2011,Mar,12,No,Fri,Yes,Clear,0.32,0.303,0.42,0.2537,37,108,145,Afternoon
1915,2011-03-25,Summer,2011,Mar,13,No,Fri,Yes,Clear,0.32,0.3182,0.39,0.194,34,104,138,Afternoon
1916,2011-03-25,Summer,2011,Mar,14,No,Fri,Yes,Clear,0.36,0.3333,0.32,0.3284,30,103,133,Afternoon
1917,2011-03-25,Summer,2011,Mar,15,No,Fri,Yes,Mist/Cloudy,0.34,0.3182,0.36,0.2537,43,79,122,Afternoon
1918,2011-03-25,Summer,2011,Mar,16,No,Fri,Yes,Mist/Cloudy,0.34,0.303,0.34,0.2985,23,127,150,Evening Peak
1919,2011-03-25,Summer,2011,Mar,17,No,Fri,Yes,Mist/Cloudy,0.32,0.2879,0.36,0.3582,23,202,225,Evening Peak
1920,2011-03-25,Summer,2011,Mar,18,No,Fri,Yes,Clear,0.3,0.2879,0.39,0.2537,8,190,198,Evening Peak
1921,2011-03-25,Summer,2011,Mar,19,No,Fri,Yes,Mist/Cloudy,0.3,0.2879,0.36,0.2836,9,126,135,Evening Peak
1922,2011-03-25,Summer,2011,Mar,20,No,Fri,Yes,Mist/Cloudy,0.3,0.303,0.39,0.1343,6,75,81,Off Hours
1923,2011-03-25,Summer,2011,Mar,21,No,Fri,Yes,Mist/Cloudy,0.3,0.303,0.39,0.1642,11,64,75,Off Hours
1924,2011-03-25,Summer,2011,Mar,22,No,Fri,Yes,Mist/Cloudy,0.28,0.2576,0.38,0.3284,3,40,43,Off Hours
1925,2011-03-25,Summer,2011,Mar,23,No,Fri,Yes,Mist/Cloudy,0.26,0.2424,0.38,0.2836,8,31,39,Off Hours
1926,2011-03-26,Summer,2011,Mar,0,No,Sat,No,Mist/Cloudy,0.26,0.2424,0.38,0.2836,3,25,28,Off Hours
1927,2011-03-26,Summer,2011,Mar,1,No,Sat,No,Clear,0.26,0.2273,0.38,0.2985,3,24,27,Off Hours
1928,2011-03-26,Summer,2011,Mar,2,No,Sat,No,Clear,0.22,0.2121,0.44,0.2239,4,21,25,Off Hours
1929,2011-03-26,Summer,2011,Mar,3,No,Sat,No,Clear,0.2,0.197,0.47,0.194,2,7,9,Off Hours
1930,2011-03-26,Summer,2011,Mar,4,No,Sat,No,Clear,0.22,0.2121,0.44,0.2239,2,4,6,Off Hours
1931,2011-03-26,Summer,2011,Mar,5,No,Sat,No,Clear,0.2,0.197,0.51,0.194,0,8,8,Off Hours
1932,2011-03-26,Summer,2011,Mar,6,No,Sat,No,Clear,0.18,0.1818,0.55,0.194,2,8,10,Morning Peak
1933,2011-03-26,Summer,2011,Mar,7,No,Sat,No,Clear,0.2,0.197,0.51,0.194,18,23,41,Morning Peak
1934,2011-03-26,Summer,2011,Mar,8,No,Sat,No,Clear,0.22,0.2273,0.44,0.1343,24,42,66,Morning Peak
1935,2011-03-26,Summer,2011,Mar,9,No,Sat,No,Clear,0.24,0.2424,0.41,0.1343,32,68,100,Morning Peak
1936,2011-03-26,Summer,2011,Mar,10,No,Sat,No,Clear,0.26,0.2576,0.41,0.1642,32,93,125,Afternoon
1937,2011-03-26,Summer,2011,Mar,11,No,Sat,No,Clear,0.28,0.2727,0.38,0.1642,75,93,168,Afternoon
1938,2011-03-26,Summer,2011,Mar,12,No,Sat,No,Clear,0.3,0.2879,0.36,0.194,98,129,227,Afternoon
1939,2011-03-26,Summer,2011,Mar,13,No,Sat,No,Clear,0.32,0.303,0.33,0.2239,94,145,239,Afternoon
1940,2011-03-26,Summer,2011,Mar,14,No,Sat,No,Clear,0.34,0.3182,0.29,0.2239,93,123,216,Afternoon
1941,2011-03-26,Summer,2011,Mar,15,No,Sat,No,Clear,0.34,0.3333,0.29,0.194,110,109,219,Afternoon
1942,2011-03-26,Summer,2011,Mar,16,No,Sat,No,Clear,0.34,0.3333,0.23,0.194,118,130,248,Evening Peak
1943,2011-03-26,Summer,2011,Mar,17,No,Sat,No,Clear,0.32,0.303,0.24,0.2239,102,101,203,Evening Peak
1944,2011-03-26,Summer,2011,Mar,18,No,Sat,No,Mist/Cloudy,0.32,0.3182,0.21,0.1642,64,89,153,Evening Peak
1945,2011-03-26,Summer,2011,Mar,19,No,Sat,No,Mist/Cloudy,0.28,0.2727,0.45,0.2537,45,93,138,Evening Peak
1946,2011-03-26,Summer,2011,Mar,20,No,Sat,No,Mist/Cloudy,0.28,0.2727,0.45,0.2537,18,67,85,Off Hours
1947,2011-03-26,Summer,2011,Mar,21,No,Sat,No,Mist/Cloudy,0.26,0.2576,0.44,0.194,15,36,51,Off Hours
1948,2011-03-26,Summer,2011,Mar,22,No,Sat,No,Mist/Cloudy,0.28,0.2727,0.41,0.2239,17,46,63,Off Hours
1949,2011-03-26,Summer,2011,Mar,23,No,Sat,No,Mist/Cloudy,0.26,0.2424,0.44,0.2836,10,31,41,Off Hours
1950,2011-03-27,Summer,2011,Mar,0,No,Sun,No,Mist/Cloudy,0.26,0.2576,0.41,0.1642,5,26,31,Off Hours
1951,2011-03-27,Summer,2011,Mar,1,No,Sun,No,Mist/Cloudy,0.24,0.2273,0.52,0.194,3,17,20,Off Hours
1952,2011-03-27,Summer,2011,Mar,2,No,Sun,No,Light Rain/Snow,0.22,0.2273,0.55,0.194,6,15,21,Off Hours
1953,2011-03-27,Summer,2011,Mar,3,No,Sun,No,Light Rain/Snow,0.2,0.197,0.69,0.2239,0,14,14,Off Hours
1954,2011-03-27,Summer,2011,Mar,4,No,Sun,No,Light Rain/Snow,0.18,0.197,0.74,0.1642,1,5,6,Off Hours
1955,2011-03-27,Summer,2011,Mar,6,No,Sun,No,Light Rain/Snow,0.16,0.1818,0.86,0.1343,0,2,2,Morning Peak
